Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
B0007DVHU2,Treat yourself to life,,AQW8KZY926JYU,E.C. Marm,3/4,5.0,1280016000,RCB rocks!,"Along with ""The Power of Decision,"" Neville's ""Power of Awareness"" and ""The Search"" (in ""The Awakened Imagination,"") some of the best New Thought books, ever."
B0007DVHU2,Treat yourself to life,,A363CS52T8ZL3H,Tonia,1/2,5.0,1330819200,Treat yourself to life,This book is for anyone who wishes to take control of their life.It gives clear instructions and contains the age old formula of success.
B0006WHSNE,Mini-mysteries,,A2ZO0WE12GATPW,A. J. Arndt,0/0,5.0,1194048000,One of my favorite books.,I bought this book when I was a kid. I've lost track of how many times I've read it. It's one of my all time favorite books. I wish there were more books like this.
B0006WHSNE,Mini-mysteries,,ARXQPCLEIGYIR,"Penny Lane ""The BandAid""",0/0,1.0,1122249600,Very Not Worth Your Time,The book was wriiten very horribly. I would never in my life recommend such a book. The stories lacked any mystery to them and did not leave me wanting to figure out who the culprit was. The only good thing was that none of the stories took up ten or twelve pages.
0754803325,"The Complete Book of Papercrafts: A Truly ComprehensiveCollection of Papercrafts Ideas, Designs and Techniques, with Over 300 Projects",,A15FZ94Z52LNV0,"perrymasonary ""perrymasonary""",4/5,5.0,999561600,Great Projects! Even for a rainy day!,A great resource for paper type crafts. From paper mache to origami this book gives you projects you can follow right from the book or inspirations for your own creations. Clear instructions and excellent step by step photos. Tried some of the projects myself with success and had fun with the kids doing it. Great for a sunny day when you want to do something different or are stuck inside on a rainy day.
0373271816,By Honor Bound (The Lassiter Law) (Silhouette Intimate Moments),,A1TCDS9S2NIVPB,"C. Penn ""WordWeaving""",6/6,4.0,1007510400,Highly recommended,"Security specialist Micah Lassiter finds himself in an ethical quandary when wealthy businessman Alan Street hires him to protect his daughter, and Micah quickly finds his heart becoming involved. Allen owns one of the most successful software companies in the world, which now has made him the target of threats. The man sending threatening letters is obviously brilliant, unbalanced and dangerous. Concerned for his daughter, Alan wants someone to keep an eye on Prudence night and day to ensure her safety. But Micah must protect Prudence without her knowledge. She has struggled hard to establish her independence from her father and won'splitSize welcome his intrusion now, however well meaning.Micah moves into the apartment across the hall from Prudence, using his proximity to arrange quiet dinners and intimate moments. By necessity, Prudence believes he's courting her, and is confused by his mixed signal when he kisses her on one day and then emotionally distances himself the next. Micah is equally confused by his reactions, knowing that emotional involvement can endanger her safety. Prudence becomes the cause of some real soul searching, as their relationship takes a path he didn'splitSize expect. As danger escalates, Micah finds not just her life in danger, but his heart. Further, she won'splitSize be tolerant when she finds out her father hired him.Ruth Langan deftly combines danger and romance in BY HONOR BOUND. Langan has a gift for creating wonderful characters. The direct confrontation of the ethical issues provides striking characterizations with believable dilemmas. Her secondary characters likewise sparkle, from the Lassiter family to the meddlesome sisters that live in the same apartment building as Alan and Prudence. Unexpectedly delightful, BY HONOR BOUND comes highly recommended."
0921338511,Usa Laminated Map,,A1GEFAQA4QRJJN,William Keevers,3/3,5.0,1048636800,Map your Imagination,"It's pretty cool looking at one of these maps that started out as satellite photos and then were filled in with cartographic caricatures (with prime features exaggerated out of scale). You are musing ""wow, I didn'splitSize know that was out there,"" and pretty soon you're in the car heading out to see something that no one you know ever heard of. I found something on this map out in the vastness of Kansas called the Chalk Hills, looked it up, it's all on private land but apparently the owners don'splitSize mind, there are no fences visible and no other tourists, and there are these natural wonders for you to grok at.http://www.kansasphototour.com/chalk.htmhttp://www.kansasphototour.com/castle.htmhttp://www.ourks.com/chalkpyramids.htmlI have one of these in my own backyard, the Sutter Butteshttp://www.middlemountain.org/picture.htmin the upper part of the Central Valley of California.It is normally invisible in Sacramento because of either smog or agricultural dust. I had never seen it, one day it rained and I saw this magic mountain rising out of the plain. I went to bed, had a dream about it, got up out of my sleep and had to drive there. (Unfortunately, the locals glare at you because of all the bad tourists, and this one is fenced, with some places with weird manhole covers and red-&-white striped antennas sticking up out of the ground.)"
0921338511,Usa Laminated Map,,AOYKA3C90ZLNK,Brian Barnard,0/0,5.0,1353974400,A Beautiful Map,"This map is clear and informative, but more than that, it is beautiful to look at.Ordering it from the UK, I would have liked a quicker delivery option. But it arrived more or less when they promised -- if anything, a week sooner than I expected.Thoroughly satisfied with this purchase."
0806525428,The New Conspiracy Reader: From Planet X to the War on Terrorism-What You Really Don'splitSize Know,,AR3VTNXYLZRYI,hanyi ishtouk,3/4,4.0,1209340800,Smartly done,"Due to the time-lag up to the present (5-9 years after the original publication) it needs to be pointed out that some of the essays may have lost shreds from their novelty; while others, like Al Hidell's charting out the EuroAtlantic grand chessplayers' ulterior geostrategical motives (among them g.o.d.= guns, oil/pipelines, drugs) leading up to the violent breakup of Yugoslavia and to the birth of their latest stepchild, say, in the form of Kosovo, are timelier than ever. Just as Israeli connections (far from being the whole picture) to the 9-11 inside job (& the rest), in another offering from the same author/co-editor, cannot be repeated often enough either.Aside from the articles already referred to in the above editorial review, further titles are as follows:Joan d'Arc: Giordano Bruno: 16th-century ufologist?; The Aviary and the Eschaton: an interview with 'Chicken Little'; Marcel Vogel and the secret of the fifth force; w. Frank Berube: Declaring war on the human spirit: the media spectacle vs. the collective psyche. (Sidebar: Worthwhile to note at this juncture that the historical personage Jeanne d'Arc, whose name the contributing author/co-editor borrowed as her nom de guerre, may not have been burnt alive but lived to the age of 57 as Margarita d'Champdiver, daughter of king Charles VI and his mistress Odetta d'Champdiver. See in David McGowan's ""Programmed to Kill. The Politics of Serial Murder"" (2004, p. 344 fn. 50) citing a Pravda report dated 01/27/2004.)Frank Berube: The Third Reich of Dreams: Charlotte Beradt's ""Diaries of the Night"". Scott Corrales: Unusual ufo cults examined; Chupacabras: a study in darkness; Conspiracy theories in history. Andy Lloyd: Sol B: the messianic star?; Occult symbolism of Nibiru, the planet of the cross(x)ing. Alan Cantwell Jr.: Blaming gays, blacks, and chimps for AIDS; Anthrax bioterrorism and the insanity of biological warfare. Kathy Kasten: Cruisin' with the spooks: aboard the maiden voyage of a different kind of spy ship. Alexandra Bruce: Reptoid invasion. Jorge Martin: Ufos and aliens in the Caribbean: what is the US Navy hiding in Vieques, Puerto Rico?. Acharya S.: Jesus the Globetrotter: the myth of the mysterious 'lost years'. William Patrick Bourne: The Chinese 'guest star' of 1054 A.D. and Earth catastrophism. Brian Tuohy: The NFL: professional fantasy football?. Steven Ferry: Psychiatry and psychology: reexamining a sacred cow; Robert Guffey: Heaven's Gate, Columbine, the Unabomber, and other atrocities; etc.These concise yet incisive and highly readable papers are arranged under the rubrics 'hidden history', 'ufos and supernatural phenomena', 'psychological warfare', 'cults and secret societies', 'planet x' (personally we find this subject the least interesting), 'biological and chemical warfare', 'the big picture' (Big Brother's control grid), 'secret and suppressed science', 'mind control/thought control'. Contrary to the product description the present compilation counts not 368 but 438 pages, with detailed index enclosed."
0806525428,The New Conspiracy Reader: From Planet X to the War on Terrorism-What You Really Don'splitSize Know,,A1DHA0GWSWQRG0,Breck Breckenridge,0/12,1.0,1226966400,Ludicrous and silly,"I remember getting this book so faintly that that says alot about my opinion of it. Basically, while I will entertain lots of odd ideas and theories, this book was basically silly."
0791054608,Guide to Owning a Birman Cat (Popular Cat Library),,A2E3F04ZK7FG66,calvinnme,6/6,5.0,1167609600,Great advice on caring for your Birman,"I bought this to help understand care issues specific to the Birman breed, and it really helped. The section on exhibition was interesting, but not really relevant to my needs. It was great to have sections on feeding, grooming, temperament, and health that were tailored specifically to the Birman, since this breed of cat is very unique. It goes into detail on health issues of the Birman such as the breed's propensity for kidney disease and the importance of annual blood work. The book also talks about the gentle nature of this cat and how it needs the companionship of humans much more than other breeds and how easily a Birman can get its feelings hurt and even pout. Grooming tips are given on how to take care of the thick yet fine coat of the Birman. I've found it to be the best book on cat care out there for the Birman and I highly recommend it."
0791054608,Guide to Owning a Birman Cat (Popular Cat Library),,A3778VKGYVZ76Q,Valerie Caliendo Kotas (Katacali Cattery),8/10,5.0,960163200,The Guide to Owning a Birman Cat (The Guide to Owning),"Wonderful! Karen Cummings writes a book that tells you all the basics in cat care and tailors it to the Birman breed. The excellent photographs enable the reader to see what a Birmans really looks like. The history of the Birman, (Sacred cat of Burma), it's mythic legend is beautifully illustrated in the artworks that appear on page three and on seven, &quot;Mandela Cat&quot; and &quot;Temple of the Sacred Cat&quot;. I am the artist of these artworks and I am very impressed with the excellent reproductions produced by the publisher. In addition, as a Birman, breeders for over 15 years I can and do highly recommend this book."
0791054608,Guide to Owning a Birman Cat (Popular Cat Library),,,,15/21,5.0,960163200,"Karen Cummings, comes through.","Wonderful! Karen Cummings writes a book that tells you all thebasics of cat care and tailors it to the Birman breed. The excellentphotographs enable the reader to see what a Birman really looks like. The history of the Birman, (Sacred cat of Burma), it's mythic legend is beautifully illustrated in the artworks that appear on page three and seven; &quot;Mandela Cat&quot; and &quot;Temple of the Sacred Cat&quot;. I am the artist of these artworks and I am very impressed with the excellent reproductions produced by the publisher. In addition, as a Birman breeder for over 15 years I can and do highly recommend this book."
076192177X,The Handbook of Community Practice,,A2T39WC4SVQ3NQ,K. T. Pehrson,0/2,4.0,1254009600,textbook,Book shipped quickly and was in excellent condition as stated. Easy transaction would buy again
006000486X,Tess and the Highlander,,A2VCGJLKGK2WJJ,Rebecca Herman,17/18,5.0,1035244800,My new favorite book from the Avon True Romance series.,"Tess was washed ashore on the Isle of May during a terrible storm eleven years ago, presumed to be the only survivor of a shipwreck. Just six years old at the time, Tess had buried horrible memories deep within her, and remembered little of what brought her to the island. An elderly couple living on the island raised her and taught her to be self-sufficient. But now they are dead, and Tess is all alone on the island. She longs for human companionship but has learned to fear the world beyond the Isle of May. When a young Highlander washes ashore in a storm, Tess feels compelled to save him. At twenty years of age, Colin Macpherson is the youngest son of a Highland laird. He's been restlessly roaming the seas, but when he washes up on Tess's island, everything changes. As Colin helps Tess remember her past, he finds himself drawn to her as he's never been drawn to a woman before. And Tess is discovering strong feelings for him as well, feelings that may very well be love. But when they return to the mainland in search of Tess's heritage, will they be able to stay together, or will they be torn apart?Set in Scotland in 1543, this is my new favorite book in the Avon True Romance series. The love story between Tess and Colin was so romantic and incredibly sweet, and I LOVED the setting. If you are a fan of the Avon True Romance series, or like historical romances for teens, this book is a must-read."
006000486X,Tess and the Highlander,,,,9/9,5.0,1041638400,An awesome novel from May McGoldrick,"After enjoying a previous Avon True Romance, Gwyneth and the Thief, I decided to read more from the series. I thought Gwyneth was great, but this is even better yet. Tess is a seventeen-year-old who lives on the Isle of May. She was taken under the care of a couple who oversaw the island, but they have died, and she is completely alone. One day, she finds that a young man is washed ashore, and drags him from the water. She does not want to be near him, as she was warned to stay away from all men, so she hides on the island. Colin Macpherson, a highlander, searches for the young lady who rescued him. Tess is stubborn, but eventually they get to know one another. Tess does not know much about her past, with the exception of nightmares which give small recollections. Colin realizes that Tess is part of the Lindsay clan, and when a ship comes to rescue him from the island, Tess goes with him, in order to find the life she was taken away from eleven years ago. Will she be able to have peace, and be with Colin, the person she has grown to love? Read this very interesting novel to find out. I really enjoyed reading this. Many congratulations to May McGoldrick on writing such a great novel!"
006000486X,Tess and the Highlander,,AVWFMN5CELC8Q,sarah,6/6,4.0,1082592000,a great book for Historical romance lovers,"This is an engaging a count of life of Tess a girl who at a young age washed up on the shore of the Isle of May. With no memory of the life before then, she stays with the old caretakers of the isle. After the caretakers are dead a young man, Colin Macpherson washes up on shore. Colin takes Tess back with her to his castle where he helps her uncover her past. They are opposites,but you know what they say opposites attract. This book is just one of many in the Avon True Romance series. I have read every book in the series and I know that if you like this book you love the rest. This is a great book for girls about 10 to 16 because it is still a romance novel, but not what you call a trashy romance novel. It is a great novel fokr those who are just getting into romance novels."
006000486X,Tess and the Highlander,,A37XYM3KSEIDLS,"jaina_solo ""jaina_solo""",6/6,5.0,1043625600,Loved it!,"This book was a perfect historical romance for teens! It is set in Scotland in the 1500s. Tess has lived on a desolate island ever since she was a little girl, raised by its caretakers who are now dead, leaving 17-year-old Tess alone. She is rescued by Colin MacPherson, a handsome young Highlander, who takes her back to the mainland. He tries to help her find her heritage, but the two end up falling in love. This book was the best Avon True Romance, it was just soooo sweet and romantic and I loved the Scottish Medieval setting."
006000486X,Tess and the Highlander,,A1IQK80SXVPAWW,atlantis_girl,4/4,5.0,1089849600,Best Avon True Romance.,"I loved everything about this book - the setting, the characters, and the romance. The love story between Tess and Colin was really sweet and I loved the Medieval Scottish setting of the 1500s. I highly recommend this to teens who love historical romances!"
006000486X,Tess and the Highlander,,A1PI0GN5N7M3GF,Patricia Ahern,5/6,5.0,1053129600,Great! One of the Best In the Seriess !!,"This book was spellbinding! Filled with adventure, romance and sort of a murder mystery. I couldn'splitSize put it down!I wish more of the guys were like Colin!!!!!! Except I wasn'splitSize to fond of the hair that's like longer than mine ......"
006000486X,Tess and the Highlander,,A1H72DULSEGDX7,hiphopgirl_1000,5/6,5.0,1035244800,A great romance,"Tess Lindsey has lived on the remote island of Isle of May and has been raised by the only two other people who lived on the island, all the time uncertain of who she is and her true identity. After the death of her caretakers, she is left on the island all by herself and must do battle alone. That is until one day she rescues a stranger---a stranger who also holds her questions of her past in his very hands. Colin MacPherson has the knack for adventure and a beautiful girl at every single place he visits, that is until he meets Tess...a strong-willed girl that intrigues him at every turn. As the two form a bonding trust Colin begins to piece together the clues of Tess's mysterious past...and a future that most likely will not include him. This definitely has to be one of the best Avon True Romances so far, after Anna and the Duke. I didn'splitSize expect it to be this good so it really took me by surprise. Every teenage girl who loves romance should read this book!"
006000486X,Tess and the Highlander,,A1PQJ6IPEQB3CD,"Delilah ""luv is my virtue""",2/2,5.0,1222992000,YES!!!,"When I got this book, I wasn'splitSize expecting much, but man was I wrong! I loved this book! Now I may not usually be tied in by a man with long blond hair wearing a kilt, but the authors really made Colin into this enchanting Highlander. Tess is a very soft heroine. While she sometimes seems too guillible, I have to remember that it is part of the story. This is one of my favorite books in the series."
006000486X,Tess and the Highlander,,A3MOFUL6BIMK5A,Charlie Lewis,2/2,4.0,1168387200,Cute,"If you're looking for a deep read, this is not the book. However, if you want to sit down and speed through a happy, cutesy romance novel than this book fits you perfectly. I enjoyed reading it and re-reading it. Every once and awhile a little light book is good for the mind set of a reader."
006000486X,Tess and the Highlander,,A1C9QFE7N8YCF4,Book lover,2/2,5.0,1119225600,Fave Book!!!!,"This is such a wonderful addition to the series... I love the passion that is expressed, and the mystery of Tess' past that is revealed as you read... I challenge any who say this is not a good book."
006000486X,Tess and the Highlander,,ANQHSC4OSF4SA,A. Notle,1/1,4.0,1208217600,This one is one of my favorite's,"I really liked this one. I admit I had a little bit of a hard time getting into it a first. I have enjoyed all of the Avon true romance books, but the covers don'splitSize do much to promote themselves."
006000486X,Tess and the Highlander,,A1BXZTM5IFHODP,Meg,1/1,3.0,1183420800,Could have been better...,"The plot and outline was good, just the writing needed a bit of work. Things were repeated over and over through out the story and became redundant. Talk of children playing with dogs and such. Also there wasn'splitSize a good transition in Tess's attitude. She is weepy and scared, but when she gets there she is couragous, makes a speech and confronts a steward? This was okay, but other Avon True Romance books are better. Nicola and the Viscount, and Anna and the Duke being my favorites."
006000486X,Tess and the Highlander,,A148K8LOPWE6RK,Jess,0/0,5.0,1306281600,&lt;3,"I'm not a teenager, but I appreciate the well-written (and clean) romance! This is a great addition to the series, and one of my favorites :)"
006000486X,Tess and the Highlander,,A1NZ6D6SD7B1AP,C. McIntyre,0/0,4.0,1212969600,good romance for teens,"Tess is alone. For eleven years, an elderly couple raised her after finding her at six, alone and frightened, amongst the rocks on the shoreline of the island they keep. Now, though, Tess' guardians have died, leaving Tess to tend to the island and, as per their orders, hide whenever someone new comes there. When she finds a handsome young Highlander washed up on the shores of her island, she knows she must help him or he will die.As Tess and the handsome Highlander, Colin, spend time together waiting for a ship to come take him home, they form a friendship and discover that Tess is not so alone in the world as she thinks.This was a cute story, and definitely better than the last Avon True Romance (for teens) I picked up. It's the type of thing I would have swooned over as a teenager, had I deigned to read romances at that age (I admit, I had a bit of book snobbery going on, though I secretly loved any romance I could find in books I read). As an adult, now, I read the book and think it's cute. I would have loved to have seen how Tess and Colin's relationship matures as they do, but that is beyond the scope of this book and the age range it is intended for. I will probably be searching out McGoldrick's adult romance novels, though, given the promise this one held."
006000486X,Tess and the Highlander,,A3FTN134G68ZJ4,Catherine S. Shull,1/2,3.0,1039824000,not as good as the others,"Tess Lindsay has spent most of her life on an island of the Highlands. When Colin MacPherson ends up shipwrecked there, it starts to get interesting. She tells him all she remembers about herself and her old life. Finally she takes out a token, what she clenching when she arrived on the island, he realizes who she really is. An heir to the Lindsay clan in the highlands, for she is Theresa Catherine Lindsay. Her mother was a lowlander and her father was murdered. When they arrive they find out that her father's murderer, is after Tess still. She see's the face of him and when she visits her mother she sees him again. Colin follows her there to protect her but wonders if he will ever see her again. Will he? What will happen with the murderer see's Tess? Read the book to find out."
006000486X,Tess and the Highlander,,A1QY2X792MF802,"Anne Markeby ""Lady Witt""",0/1,3.0,1116720000,"""Romance""","In my opinion Tess and the Highlander is a romantic construction. There is conflict, courage and loyalty in this novel. It is tremendously readable and has unforgettable characters."
006000486X,Tess and the Highlander,,A1DJMMJ4OQ2712,"""celes1""",4/8,2.0,1048464000,Not the best in the series,"Tess Lindsay is content to be the sole occupant of a remote island but when Colin Macpherson washes ashore her life of solitude gets shaken up. Tess had always been told to fear strange men but she reluctantly strikes up a friendship with Colin. Soon Tess discovers that she has a family she had forgotten about but will she have the courage to leave the island and start a new life?The beginning of this book is very amusing and the end is decent too but the middle is a big problem. The plot loses much of it's believability mostly due to the poor characterization. All of the new characters that are introduced are one sided and their behavior lacks reason. Even Tess and Colin's development is side tracked in much the same way and their relationship seems awkward and forced. The writing does improve towards the end but it's not enough to save the book. Unless you have your heart set on reading all of the books in the series, skip this one."
0781810698,Beginner's Yoruba (Hippocrene Beginner's Series),19.77,A1F0EV2MBF208I,"Olena Y. Rabinowitz ""Book lover""",14/14,4.0,1156291200,Very authentic,"This is my first encounter with Yoruba and I have to say that CDs are really helping. However, the book is very short and not particular about certain aspects and details of grammar and other nuances - for someone who NEVER spoke Yoruba and doesn'splitSize have anybody to ask for a clue, it leaves a lot of questions unanswered - for this, however, there are hopefully other Yoruba textbooks.On the brighter note, I would like to add that the book does a very good job in giving a little insight on Yoruba people and Yoruba culture in general. I would recommend it as a good start book for anyone who wants to learn Yoruba - you can'splitSize go wrong with it."
0781810698,Beginner's Yoruba (Hippocrene Beginner's Series),19.77,AUKYGE27CT59N,"Matanah ""SistahSpeak!""",14/15,4.0,1155859200,A good learning tool...,"While I am still in the process of learning the Yoruba language, I think that this book is a nice beginners tool. Please keep in mind that the new book comes with to audio CD's that are MUCH NEEDED! So if you're considering buying the book used, fine, but be sure to ask if the CD's come with.Without the audio assistance, I'm not sure how great of a tool this will be in your journey to learn the beautiful language of Yoruba!Best,S"
0781810698,Beginner's Yoruba (Hippocrene Beginner's Series),19.77,A1HHC466MCO9QE,"ButterflySoulfire ""EO""",7/7,5.0,1206057600,Great starting point,"This book contains a great amount of vocabulary. It teaches you the Anglicized versions of certain words such as ""teacher"" but it also gives you the Yoruba word. Although I didn'splitSize appreciate the Anglicized words at first, they are good to know because a lot of people use them. The CD is an excellent and necessary addition to the book. There are lots of dialogues and lists of vocabulary on them (there are 2 CDs). The CD does skip over some of the exercises in the book, which I guess you're supposed to go over by yourself or with a teacher, though. All in all, it's a great set and, if mastered, can bring the user to a high level of fluency. I also like that the narrator, who speaks English to announce the lessons, is a native speaker and doesn'splitSize butcher the names of the characters in the dialogues. There is a Yoruba book/CD set created by another publisher who uses a British narrator. It really throws you off course throughout the CD. Watch out for that one and buy this one instead!"
0781810698,Beginner's Yoruba (Hippocrene Beginner's Series),19.77,A2PDAKPEZ49HBK,M. Herranz,6/7,2.0,1178841600,Not the best,"I agree, the CDs are a much needed help, since it would be impossible to pronnounce the Yoruba tones without the help of a native speaker. However, the design of the book is really poor and confusing. I have found several spealling mistakes in English and Yoruba. And the grammar explanations are very hard to understand.Unfortunately there are not many Teach Yourself Yoruba books that are worth it. This one at least provides basic vocabulary and pronounciation skills."
0781810698,Beginner's Yoruba (Hippocrene Beginner's Series),19.77,A15PHIKUFT0A7U,Truth-teller,3/3,4.0,1343001600,Great Source for Yoruba,"I recommend this book highly. I have a competitor's text also and while it is useful, I appreciate the format of Beginner's Yoruba which is interactive. The companion CDs that come with this book are simply outstanding. I especially enjoy the fact that the book is respectful of ALL religions.As an update after using the CDs for a few weeks, it is true that the speaker who speaks fastest on the CD does make many mistakes. I noted errors on greetings. These are rather odd to say the least. However, I still think this is a great source! My toddler is learning right along with me and she demands I play the CD everyday! As we repeat phrases, I simply correct the errors. I really appreciate the different participants on the CD and the dialogues which are authentic and properly contextualize the vocabulary.The phrase ""O'ngbiyanju"" is priceless!"
0471192627,"A Dose of Sanity: Mind, Medicine, and Misdiagnosis",30.00,A1E8JE7ZU91ZS5,John Bolender,20/20,4.0,935971200,Much more sensible than most books critical of the field.,"This is not the first book I've read that is critical of psychiatry. But compared to Caplan, Breggin, and Szasz, this is the most sensible critique I've seen. Usually, in the anti-psychiatry literature one finds inexcusible nonsequiturs. For example: ""Psychiatrists often don'splitSize realize that the medication is causing the disorder (good point). Therefore, biological psychatry is unsound (bad point)."" Or ""Psychiatric illnesses are voted on by committee (good point), therefore there is no such thing as mental illness (bad point)."" Walker avoids making such obvious nonsequiturs. Far from being against biological psychiatry, Walker argues that current psychiatry is not biological enough. It appeals to highly hypothetical conditions (such as neurotransmitter disorders) while ignoring known conditions (such as pin worms or hypothyroidism). Some might think that this is all that Walker is saying, but his general point seems to be that since psychiatrists are taught to run through symptoms lists instead of being medical detectives, there a lot of unknown conditions which they are failing to discover."
0471192627,"A Dose of Sanity: Mind, Medicine, and Misdiagnosis",30.00,,,12/13,4.0,893203200,Fascinating and Terrifying,"Dr. Walker's book is a stern indictment of the contemporary medical profession and the mental health field in particular. He charges the majority of psychiatrists of ignoring the true needs of their patients and instead practicing and arbitrary pseudo-science of labeling. They seem to have given up on the idea (fundamental to the philosophy of science)that all events have a cause and that to understand something we must understand the process of cause and effect that brought it into being. Most modern psychiatrists are not interested in finding out what is wrong through careful methodology. They are divided into two camps. The psychoanalytic types deny a medical cause for abnormal feelings and behaviour altogether (however, they still want the prestige that comes with being a medical doctor!). They look everything from a bad childhood to alien abductions to explain such things as psychosis and manic depression, even though no scientific study has ever proven the theories on which their claims are based. The next group, the standard issue biopsychiatrists are a little more up to date. They would admit the obvious scientific truth that someone who hears voices or is immobilized by a deep depression is psysically ill. However, they drop the ball as well. Most biologically based psychiatrists give very vague answers about the causes of mental illness, and rely on a few biological treatments which are tried on the patient almost randomly until one seems to &quot;work&quot;. For instance, a depressed person will be given one antidepressant drug after another without the doctor even stopping to consider that the deprssion may result from anemia, a thyroid imbalance, poor nutrition or a host of other causes. Many psyciatric patients today are not even given a blood test, an EEG or any other genuine medical test before traetment is prescribed. Walker points out that until people are given a battery of tests, we will never really know what is wrong with them. Prozac or tranquilizers may make the! m feel better temporatily, but they could be literally dying. He also attacks the concepts of hypochodndria and facetious disorder. For the most part, he argues, these are destructive labels used to protect doctors and stigmatized patients (&quot;if I can'splitSize figure out what is wrong with you then it is all in you're head and/or you are just making it up&quot;) While I don'splitSize agree with all his points (for instance, his extreme anti-prozac position) I must say that this book is must reading for anyone in need of mental health care."
0471192627,"A Dose of Sanity: Mind, Medicine, and Misdiagnosis",30.00,,,9/11,4.0,983059200,"Informative, but left me wanting more","I was very impressed with A Dose of Sanity because so many books critical of psychiatry remind me of Breggin which claim that there is something &quot;spiritual&quot; missing in the patient, and the author ignores the bioligical problems inherent in the behavioral or mood disorder.However, I as I made my way through the book I was concerned that Dr. Walker was not going to address what to do if you have been diagnosed with a serious mood disorder, but were unable to find a physical cause (like a boy that was ADHD but had cardiac problems). I was right. He never said what to do if you have been diagnosed with manic depression (or any of the other hard to treat mood disorders). He did not address lithium or other non-antidepressant therapies for mood disorders. I agree that these treatments are probably only treating the symptoms of some underlying brain dysfunction that science has not yet named, but what does the patient do until science has figured this out? Remain psychotic? Lithium therapy may be some band-aid solution for a cellular dysfunction of our brain matter, but is a patient supposed to discontinue this medication because science can only offer this treatment to help the symptoms of the disorder? I wish Walker had offered an opinion and information on this issue.Also, along the same line, he didn'splitSize say what patients should do once they had gone through exstensive medical testing to determine their problem and nothing physically wrong was found. (Nevermind the fact that he did'splitSize give specific tests to ask for - just blood and urinalysis in addition to what else?) If you know that you don'splitSize suffer from pin worms, syphillis, typhus, cardiac problems or whatever else, but your symptoms only seem to match typical manic symptoms that only lithium helps, should you throw in the towel and accept the psychotropic medication?I do think that Dr. Walker is truly concerned about patients who have fallen victim to DSM &quot;diagnosis&quot;, and this book could be very helpful for a patient who has received psychiatric care, but did not have a full medical work-up before taking psychotropic medications. I only wish this book had touched on the issues that I mentioned above.Finally, the most important message of this book is never stop learning about what you have been told your disorder is, and never take the word of your doctor as law. As Walker says himself, there is no way that one doctor can know everthing about medicine."
